#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu9	Eptatretus cirrhatus voucher NMNZ P044230 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144315	78394	79.344	98	4.45e-69	266	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu9	Eptatretus cirrhatus voucher NMNZ P049408 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144309	78394	79.344	98	4.45e-69	266	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu9	Neomyxine sp. 1 LDS-2013 voucher NMNZ P044215 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144281	1350221	79.153	99	4.45e-69	266	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Neomyxine / Neomyxine sp. 1 LDS-2013
Otu9	Neomyxine sp. 1 LDS-2013 voucher NMNZ P044037 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144272	1350221	79.153	99	4.45e-69	266	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Neomyxine / Neomyxine sp. 1 LDS-2013
Otu9	Eptatretus cirrhatus voucher NMNZ P.049408 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KC807345	78394	79.344	98	4.45e-69	266	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu9	Eptatretus cirrhatus voucher BW-A11625 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	JX050996	78394	79.344	98	4.45e-69	266	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu9	Liomys pictus voucher ROM:ASK1544 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	JF445509	323369	80.205	94	1.55e-68	264	Genbank	Eukaryota / Chordata / Mammalia / Rodentia / Heteromyidae / Liomys / Liomys pictus
Otu9	Liomys pictus voucher ROM:ASK1543 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	JF445508	323369	80.205	94	1.55e-68	264	Genbank	Eukaryota / Chordata / Mammalia / Rodentia / Heteromyidae / Liomys / Liomys pictus
Otu9	Liomys pictus voucher ROM:ASK1540 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	JF445506	323369	80.205	94	1.55e-68	264	Genbank	Eukaryota / Chordata / Mammalia / Rodentia / Heteromyidae / Liomys / Liomys pictus
Otu9	Eptatretus cirrhatus voucher NMNZ P044204 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144317	78394	79.016	98	5.42e-68	262	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu9	Eptatretus cirrhatus voucher NMNZ P044087 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144316	78394	79.016	98	5.42e-68	262	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu9	Eptatretus cirrhatus voucher NMNZ P053261 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144312	78394	79.016	98	5.42e-68	262	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu9	Eptatretus cirrhatus voucher NMNZ P044182 cytochrome oxidase subunit 1 (CO1) gene, partial cds; mitochondrial	KF144308	78394	79.016	98	5.42e-68	262	Genbank	Eukaryota / Chordata / unknown class / Myxiniformes / Myxinidae / Eptatretus / Eptatretus cirrhatus
Otu13	Phylo norvegica voucher Pno_001 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	FJ612514	222016	100.000	87	2.15e-136	489	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Phylo / Phylo norvegica
Otu13	Phylo michaelseni voucher Pmi_001 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	FJ612513	273000	84.758	87	2.16e-79	300	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Phylo / Phylo michaelseni
Otu13	Scoloplos dayi voucher W.45476.001 cytochrome oxidase subunit I (CO1) gene, partial cds; mitochondrial	KR781458	1732512	80.782	99	1.36e-75	288	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos dayi
Otu13	Leitoscoloplos bifurcatus voucher W.44938.001 cytochrome oxidase subunit I (CO1) gene, partial cds; mitochondrial	KR781456	1732507	80.731	97	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos bifurcatus
Otu13	Orbinia swani voucher Osw_001 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	FJ612509	397582	82.642	85	1.05e-70	271	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Orbinia / Orbinia swani
Otu13	Scoloplos dayi voucher W.45477.001 cytochrome oxidase subunit I (CO1) gene, partial cds; mitochondrial	KR781459	1732512	79.479	99	3.65e-70	269	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos dayi
Otu13	Scoloplos armiger voucher BIOUG<CAN>:09PROBE-01146 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672382	46605	79.805	98	3.65e-70	269	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Polychaeta sp. BOLD:ACQ7121 voucher FTP_0778 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP254461	1629321	79.734	97	1.27e-69	268	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. BOLD:ACQ7121
Otu13	Polychaeta sp. BOLD:ACQ7121 voucher FTP_0939 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP254343	1629321	79.734	97	1.27e-69	268	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. BOLD:ACQ7121
Otu13	Scoloplos dayi voucher W.44764.001 cytochrome oxidase subunit I (CO1) gene, partial cds; mitochondrial	KR781457	1732512	79.153	99	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos dayi
Otu13	Naineris grubei australis voucher W.44763.001 cytochrome oxidase subunit I (CO1) gene, partial cds; mitochondrial	KR920026	1732510	79.153	99	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris grubei australis
Otu13	Scoloplos armiger voucher 11BIOAK-1320 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121561	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher 11BIOAK-1449 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121549	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher 11BIOAK-1464 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121391	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher 11BIOAK-1378 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121008	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher 11BIOAK-1285 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF120973	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:09PROBE-01143 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672380	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:09PROBE-08303 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672409	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:09PROBE-08317 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672408	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher 09PROBE-02007 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672317	46605	79.479	98	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos sp. CMC04 voucher BIOUG<CAN>:09PROBE-01141 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672377	1037250	79.221	99	5.42e-68	262	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos sp. CMC04
Otu13	Scoloplos armiger voucher BIOUG<CAN>:WS0235 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672472	46605	79.153	98	1.89e-67	260	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Orbiniidae sp. 11BIOAK-1487 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121408	2109204	78.758	99	6.60e-67	259	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / unknown genus / Orbiniidae sp. 11BIOAK-1487
Otu13	Orbiniidae sp. 11BIOAK-1490 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121260	2109173	79.000	97	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / unknown genus / Orbiniidae sp. 11BIOAK-1490
Otu13	Scoloplos armiger voucher BIOUG<CAN>:HUNTSPOL0287 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024234	46605	78.710	98	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:HUNTSPOL0281 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024233	46605	78.710	98	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher HUNTSPOL0086 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024231	46605	78.710	98	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:08PROBE-0218 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023783	46605	78.710	98	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:08PROBE-0510 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023782	46605	78.710	98	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Leitoscoloplos pugettensis CMC02 voucher BEST-25 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473769	867319	78.710	98	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos pugettensis CMC02
Otu13	Orbiniidae sp. 11BIOAK-1485 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121588	2109232	78.431	99	8.04e-66	255	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / unknown genus / Orbiniidae sp. 11BIOAK-1485
Otu13	Leitoscoloplos pugettensis CMC02 voucher 11BIOAK-1380 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121198	867319	78.827	98	8.04e-66	255	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos pugettensis CMC02
Otu13	Leitoscoloplos pugettensis CMC03 voucher BEST-12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473770	867320	78.247	98	8.04e-66	255	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos pugettensis CMC03
Otu13	Scoloplos acutus voucher BIOUG<CAN>:WS0091 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU670791	880434	78.827	98	8.04e-66	255	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Scoloplos acutus voucher BIOUG<CAN>:WS0110 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672579	880434	78.827	98	8.04e-66	255	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Scoloplos armiger voucher BIOUG<CAN>:WS0231 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672475	46605	78.827	98	8.04e-66	255	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:WS0237 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672469	46605	78.827	98	8.04e-66	255	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:08PROBE-0233 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023784	46605	78.387	98	2.81e-65	253	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos acutus voucher BIOUG<CAN>:WS0094 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU670792	880434	78.502	98	9.80e-65	251	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Orbiniidae sp. 11BIOAK-1489 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121554	2109222	78.105	99	3.42e-64	250	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / unknown genus / Orbiniidae sp. 11BIOAK-1489
Otu13	Leitoscoloplos pugettensis CMC04 voucher BEST-26 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473772	867321	78.247	98	3.42e-64	250	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos pugettensis CMC04
Otu13	Leitoscoloplos pugettensis CMC04 voucher BEST-24 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473771	867321	78.247	98	3.42e-64	250	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos pugettensis CMC04
Otu13	Scoloplos sp. CMC03 voucher BIOUG<CAN>:09PROBE-08225 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672140	1037249	78.361	98	1.19e-63	248	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos sp. CMC03
Otu13	Polychaeta sp. NB-Po461 cytochrome oxidase subunit 1 gene, partial cds; mitochondrial	KJ736238	1615356	78.498	95	4.17e-63	246	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. NB-Po461
Otu13	Scoloplos acutus voucher BIOUG<CAN>:HUNTSPOL0330 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024230	880434	77.922	98	4.17e-63	246	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Scoloplos acutus voucher BIOUG<CAN>:HUNTSPOL0317 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024229	880434	77.922	98	4.17e-63	246	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Scoloplos acutus voucher HUNTSPOL0278 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024225	880434	77.922	98	4.17e-63	246	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Scoloplos acutus voucher BIOUG<CAN>:HUNTSPOL0277 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024224	880434	77.922	98	4.17e-63	246	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Nicomache ohtai GK178 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds	LC342643	2066604	77.814	99	1.45e-62	244	Genbank	Eukaryota / Annelida / Polychaeta / Capitellida / Maldanidae / Nicomache / Nicomache ohtai
Otu13	Scoloplos armiger voucher BIOUG<CAN>:WS0049 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU670797	46605	77.850	98	5.08e-62	242	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher WS0060 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU670796	46605	77.850	98	5.08e-62	242	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos armiger voucher BIOUG<CAN>:WS0065 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU672619	46605	77.850	98	5.08e-62	242	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos armiger
Otu13	Scoloplos cf. armiger 'Malibu clade' voucher Samc_001 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	FJ612517	646000	80.534	85	5.08e-62	242	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos cf. armiger 'Malibu clade'
Otu13	Scoloplos acutus voucher HUNTSPOL0279 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024226	880434	77.597	98	1.77e-61	241	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos acutus
Otu13	Naineris dendritica CMC04 voucher 11BIOAK-1067 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121384	868111	77.199	99	6.18e-61	239	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris dendritica CMC04
Otu13	Leitoscoloplos pugettensis CMC05 voucher BEST-11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473773	867322	77.346	99	6.18e-61	239	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos pugettensis CMC05
Otu13	Naineris quadricuspida voucher 11BIOAK-1515 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121587	273010	77.124	99	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Naineris quadricuspida voucher 11BIOAK-0880 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121228	273010	77.124	99	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Naineris quadricuspida voucher 11BIOAK-0877 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121021	273010	77.124	99	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Naineris quadricuspida voucher 11BIOAK-1087 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF120982	273010	77.124	99	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Naineris quadricuspida voucher 11BIOAK-1089 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF120967	273010	77.124	99	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Polychaeta sp. BOLD:ACQ7121 voucher FTP_2067 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP254455	1629321	79.336	87	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. BOLD:ACQ7121
Otu13	Phylo felix AMW8266 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	AY583703	104745	80.309	83	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Phylo / Phylo felix
Otu13	Scolaricia sp. BOLD:ACJ2499 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KF808175	1436083	76.774	99	7.53e-60	235	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scolaricia / Scolaricia sp. BOLD:ACJ2499
Otu13	Scoloplos sp. CMC02 voucher BIOUG<CAN>:08PROBE-0516 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023785	876012	77.097	98	7.53e-60	235	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Scoloplos / Scoloplos sp. CMC02
Otu13	Polychaeta sp. KSA_1897 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MH338977	2229946	77.097	99	2.63e-59	233	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. KSA_1897
Otu13	Naineris quadricuspida voucher 11BIOAK-0881 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121636	273010	76.797	99	9.18e-59	232	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Naineris quadricuspida voucher 11BIOAK-1510 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121132	273010	76.797	99	9.18e-59	232	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Naineris dendritica CMC04 voucher BIOUG<CAN>:BAMPOL0199 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473489	868111	76.452	99	9.18e-59	232	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris dendritica CMC04
Otu13	Naineris dendritica CMC04 voucher BIOUG<CAN>:BAMPOL0173 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473487	868111	76.452	99	9.18e-59	232	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris dendritica CMC04
Otu13	Naineris dendritica CMC04 voucher BAMPOL0159 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473484	868111	76.452	99	9.18e-59	232	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris dendritica CMC04
Otu13	Naineris dendritica CMC04 voucher 11BIOAK-1058 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121580	868111	76.547	99	3.20e-58	230	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris dendritica CMC04
Otu13	Naineris dendritica voucher 11BIOAK-1064 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121380	273009	76.547	99	3.20e-58	230	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris dendritica
Otu13	Scolelepis goodbodyi voucher 452 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KU900483	1940222	76.721	98	3.20e-58	230	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis goodbodyi
Otu13	Orbinia riseri voucher 414 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KU900482	1940220	76.721	98	3.20e-58	230	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Orbinia / Orbinia riseri
Otu13	Leitoscoloplos pugettensis CMC05 voucher BEST-13 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473774	867322	76.699	99	3.20e-58	230	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Leitoscoloplos / Leitoscoloplos pugettensis CMC05
Otu13	Niphargus dancaui isolate SS_12.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KY707071	1813177	76.603	99	1.12e-57	228	Genbank	Eukaryota / Arthropoda / Malacostraca / Amphipoda / Niphargidae / Niphargus / Niphargus dancaui
Otu13	Niphargus dancaui isolate SS_11.21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KF290275	1813177	76.603	99	1.12e-57	228	Genbank	Eukaryota / Arthropoda / Malacostraca / Amphipoda / Niphargidae / Niphargus / Niphargus dancaui
Otu13	Niphargus dancaui isolate AH_10.12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KF290222	1813177	76.603	99	1.12e-57	228	Genbank	Eukaryota / Arthropoda / Malacostraca / Amphipoda / Niphargidae / Niphargus / Niphargus dancaui
Otu13	Niphargus dancaui isolate SS_10.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KF290250	1813177	76.603	99	1.12e-57	228	Genbank	Eukaryota / Arthropoda / Malacostraca / Amphipoda / Niphargidae / Niphargus / Niphargus dancaui
Otu13	Niphargus dancaui isolate SS_10.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KF290249	1813177	76.603	99	1.12e-57	228	Genbank	Eukaryota / Arthropoda / Malacostraca / Amphipoda / Niphargidae / Niphargus / Niphargus dancaui
Otu13	Naineris quadricuspida voucher WS0033 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU670786	273010	76.471	99	1.12e-57	228	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris quadricuspida
Otu13	Naineris dendritica CMC03 voucher BIOUG<CAN>:BAMPOL0195 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM473482	868110	76.129	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / Orbiniidae / Naineris / Naineris dendritica CMC03
